Titolo;URL;Timestamp;User;(Testo Citato);TESTO;Costruttore;Modello;Sentiment;Brand;Interni;Esterni;Meccanica;Prestazioni;Consumi/Autonomia;Motore;Elettrico;Fuoristrada;Elettronica di Bordo;Manutenzione;Assistenza/Concessionari
budget: 30'000 €;https://www.bmwpassion.com/forum/threads/budget-30000-%E2%82%AC.30379/page-2;18/09/2005 00:00;BMWista;;oppure sugli usati:http://www.autoscout24.it/ita/detail.asp ? ts=6825977&id=70989998http://www.autoscout24.it/ita/detail.asp ? ts=6825977&id=71048296http://www.autoscout24.it/ita/detail.asp ? ts=6825977&id=65335777http://www.autoscout24.it/ita/detail.asp ? ts=6825977&id=70443189http://www.autoscout24.it/ita/detail.asp ? ts=6863260&id=69473864sono solo alcuni esempi penso che si possano soddisfare anche i palati sopraffini ;;;neutro;;;;;;;;;;;;
Consigliate la Dacia Duster?;https://forum.quattroruote.it/threads/consigliate-la-dacia-duster.79845/;09/02/2015 00:00;NEWsuper5;;mai dare un'auto in mano a un'idiota. ;Dacia;Duster;negativo;;;;;;;;;;;;
gpl su alfa 164 v6 turbo;https://www.bmwpassion.com/forum/threads/gpl-su-alfa-164-v6-turbo.17482/;22/05/2005 00:00;bobo;"'Guido spesso una 164 2.0 v6 turbo con impianto a gas (è di mio zio). Pero' è una super. Per quanto riguarda le prestazioni... sono ottime anche a gas. Naturalmente perdi qualcos quindi se giri a benzina la senti la differenza. Per quanto riguarda l'affidabilità.... ha avuto problemi con l'intercooler. In pratica quando tiravi dopo i 7000 giri era un'incognita... molte volte saltava uno di quei 6 ""tubi"" (non so come si chiamano tecnicamente) che escono dalla testata (non so molto di motori... speroche hai capito quali). Adesso ha risolto rinforzando l'intercooler (non so bene cosa ha fatto ma cmq non ha più problemi).'";Ciao amici bmwisti e un saluto particolare a twin e a lelesch che da quanto ho visto sono gli alfisti del forum devo dire un pò come me anche perchè oltre alla 330i e90 che ci arriverà per la famiglia forse realizzerò anche un mio sogno fin da piccolo e cioè l'acquisto di una bellissima alfa 164 V6 TURBO del 1991 ma tenuta perfettamente e che ho sempre desiderato avere al prezzo di 1000 euro. Ti prego twin dammi una bella notizia volevo dirti anche a te lelesch che siccome quest'auto monta il gpl spero tanto che non abbia perso quella cattiveria e grinta del famigerato v6 busso. voi che dite ? Essendo poi questa la versione non cat ha pure 210 cv. Che mi dite ? posso contare sulle qualità di questo bellissimo motore anche se ha sù il gpl ? Un saluto a tutti e a twin e lelesch quali amici alfisti e mi raccomando datemi belle risposte per poter realizzare questo sogno. Ciaoooo ;Alfa Romeo;164;positivo;positivo;;;;neutro;;neutro;;;;;
Fiat Nuova 500 e 500C 2015;https://www.autopareri.com/forums/topic/63334-fiat-nuova-500-e-500c-2015?&page=39#comments;03/07/2017 10:30;giopisca;;domani le maestranze della palazzina sono state invitate per la presentazione della 500 anniversario nel salone principale che poi facciano uscire qualcosa di nuovo mi sembra parecchio strano al momento non ci sono né rumors né matematiche strane in giro x il mondo ;Fiat;500;neutro;neutro;;;;;;;;;;;
Cinghia o catena su zafira;https://forum.quattroruote.it/threads/cinghia-o-catena-su-zafira.111160/;29/06/2017 00:00;Alexasr86;;Salve sono nuovo del forum vorrei sapere se sull opel zafira tourer 1600 turbo metano monta la cinghia o la catena ? ;Opel;Zafira;neutro;;;;neutro;;;;;;;;
22 skydiesel automatico;https://forum.quattroruote.it/threads/2-2-skydiesel-automatico.85158/;10/01/2014 00:00;nafnlaus;"""Io. Ormai da piu' di un'anno. Sono soddisfatto sia del motore che del cambi anche se la gestione potrebbe essere un pelino migliorata e implementata ( manca una funzione sport o dove ti tira piu' le marce). Il motore secondo me' va molto ben silenzios elastico e con un allungo quasi da benzina. Tra l'altro se usato con modo mi sembra anche che non consumi piu' di tanto. L'unica cosa che lamentavo era ancora la gestione delle rigenerazioni che comunque dopo varie modifiche alle centraline sembra abbiano risolto in modo definitivo. L'hai provato tu? p.s. Detto da te che sei un talebano subaru..... mi sembra strano :lol:""";La notazione sulle rigenerazioni è abbastanza preoccupante ? in che termini rilevavi disfunzioni al punto da far riprogrammare la centralina ? ;;;neutro;;;;;;;;;;;neutro;
Mi hanno proposto questa;https://www.bmwpassion.com/forum/threads/mi-hanno-proposto-questa.45078/page-4;11/11/2005 00:00;996GT3;"""infatti neanche a me piace la hunday molto meglio una fiat a me sara' che sti cinesi non li posso vede' mha! (cinesi e compagnia bella)""";La soluzione e' una mercedes benz classe c fine serie hanno forti sconti....http://www.autoscout24.it/Details.aspx ? id=86510371 ;Mercedes;Classe C;positivo;;;;;;;;;;;;positivo
Cauzione per sostituzione pezzo;http://www.porschemania.it/discus/messages/502416/276690.html?1188858822;14/07/2007 18:04;matteob;;no ma infatti teoricamente non paghi nel senso tu dai una cauzione quando il pezzo arriva loro te lo cambiano e ti ridanno la cifra pagata... Se ti serve il numero per la conferma 0523 499665 non mi metto sicuramente a dire queste cose con i miei dati reali se non fosse vero conosco il significato della parola diffamazione ;;;neutro;;;;;;;;;;;;
Leon station CUPRA;https://forum.quattroruote.it/threads/leon-station-cupra.92298/;02/12/2014 00:00;wwwlu;;Bah a me pare che il senso sia più o meno lo stesso quello che ha ispirato la Seat a fare la berlina. D'altronde non credo che una station da 280 cavalli a benzina sia molto indicata per macinare chilometri o per andare sulla neve Magari uno si sceglie un'altra auto Se io mi faccio una Cupra me la faccio perchè cammino poco e mi piace avere tanti cavalli sotto il sedere e infatti... ;Leon;;negativo;;;;;positivo;;positivo;;;;;
Yaris my17;https://forum.quattroruote.it/threads/yaris-my17.108153/page-5;09/04/2017 00:00;paulein118;;Ci sta non si può avere consumi eccezionali e prestazioni da urlo. ;Toyota;Yaris;neutro;;;;;negativo;positivo;;;;;;
[RISOLTO] Potenze e giri intermedi? Dove sono?;https://www.autopareri.com/forums/topic/15582-risolto-potenze-e-giri-intermedi-dove-sono?&page=11#comments;25/09/2005 08:01;Matteo B.;;Ehh...te l'ho detto il topic ti è sfuggito di mano......la s2000 ha la coppia in basso del tuo mitico pratola serra......peccato che ha più di 3000 giri in più da usare in alto.... ;;;negativo;;;;;negativo;;;;;;;
info Mercedes CLK 270 CDI;https://www.bmwpassion.com/forum/threads/info-mercedes-clk-270-cdi.27661/page-3;01/02/2005 00:00;b0sh;;Grazie mille per le dritte.Tenete presente che l'auto la comprerei da un conce ufficiale M-B quindi i problemi di iniettori o debimetro sarebbero comunque risolti in garanzia ex-novo.Mi spaventano un po' di più i guai di software/elettronici perchè a volte da questi non se ne esce fuori ;Mercedes;CLK;neutro;;;;;;;;;;negativo;;neutro
